"Name","SOLVER.BASE_LR","SOLVER.NESTEROV","SOLVER.MOMENTUM","adhoc_users_aggregate/train_action_batch/AG_cumul/mean","train_action_batch/loss_running_avg","adhoc_users_aggregate/train_noun_batch/AG_cumul/SE","adhoc_users_aggregate/train_noun_batch/AG_cumul/mean","adhoc_users_aggregate/train_verb_batch/AG_cumul/SE","adhoc_users_aggregate/train_verb_batch/AG_cumul/mean","adhoc_users_aggregate/user_aggregate_count","adhoc_users_aggregate/train_action_batch/AG_cumul/SE","adhoc_users_aggregate/pred_action_batch/loss/avg_history_AG/SE","adhoc_users_aggregate/pred_action_batch/loss/avg_history_AG/mean","adhoc_users_aggregate/pred_noun_batch/loss/avg_history_AG/SE","adhoc_users_aggregate/pred_noun_batch/loss/avg_history_AG/mean","adhoc_users_aggregate/pred_verb_batch/loss/avg_history_AG/SE","adhoc_users_aggregate/pred_verb_batch/loss/avg_history_AG/mean","adhoc_users_aggregate_history/pred_action_batch/loss/avg_history_AG/SE","adhoc_users_aggregate_history/pred_action_batch/loss/avg_history_AG/mean","adhoc_users_aggregate_history/pred_noun_batch/loss/avg_history_AG/SE","adhoc_users_aggregate_history/pred_noun_batch/loss/avg_history_AG/mean","adhoc_users_aggregate_history/pred_verb_batch/loss/avg_history_AG/SE","adhoc_users_aggregate_history/pred_verb_batch/loss/avg_history_AG/mean","adhoc_users_aggregate/train_action_batch/top1_acc_running_avg/SE","adhoc_users_aggregate/train_action_batch/top1_acc_running_avg/adhoc_AG/SE","adhoc_users_aggregate/train_action_batch/top1_acc_running_avg/adhoc_AG/mean","adhoc_users_aggregate/train_action_batch/top1_acc_running_avg/mean","adhoc_users_aggregate/train_noun_batch/top1_acc_running_avg/SE","adhoc_users_aggregate/train_noun_batch/top1_acc_running_avg/adhoc_AG/SE","adhoc_users_aggregate/train_noun_batch/top1_acc_running_avg/adhoc_AG/mean","adhoc_users_aggregate/train_noun_batch/top1_acc_running_avg/mean","adhoc_users_aggregate/train_noun_batch/top5_acc_running_avg/SE","adhoc_users_aggregate/train_noun_batch/top5_acc_running_avg/adhoc_AG/SE","adhoc_users_aggregate/train_noun_batch/top5_acc_running_avg/adhoc_AG/mean","adhoc_users_aggregate/train_noun_batch/top5_acc_running_avg/mean","adhoc_users_aggregate/train_verb_batch/top1_acc_running_avg/SE","adhoc_users_aggregate/train_verb_batch/top1_acc_running_avg/adhoc_AG/SE","adhoc_users_aggregate/train_verb_batch/top1_acc_running_avg/adhoc_AG/mean","adhoc_users_aggregate/train_verb_batch/top1_acc_running_avg/mean","adhoc_users_aggregate/train_verb_batch/top5_acc_running_avg/SE","adhoc_users_aggregate/train_verb_batch/top5_acc_running_avg/adhoc_AG/SE","adhoc_users_aggregate/train_verb_batch/top5_acc_running_avg/adhoc_AG/mean","adhoc_users_aggregate/train_verb_batch/top5_acc_running_avg/mean","train_action_batch/top1_acc_running_avg","train_noun_batch/top1_acc_running_avg","train_noun_batch/top5_acc_running_avg","train_verb_batch/top1_acc_running_avg","train_verb_batch/top5_acc_running_avg","train_action_batch/AG_running_avg","adhoc_users_aggregate/test_action_batch/top1_acc/adhoc_hindsight_AG/SE","adhoc_users_aggregate/test_action_batch/top1_acc/adhoc_hindsight_AG/mean","adhoc_users_aggregate/test_noun_batch/top1_acc/adhoc_hindsight_AG/SE","adhoc_users_aggregate/test_noun_batch/top1_acc/adhoc_hindsight_AG/mean","adhoc_users_aggregate/test_noun_batch/top5_acc/adhoc_hindsight_AG/SE","adhoc_users_aggregate/test_noun_batch/top5_acc/adhoc_hindsight_AG/mean","adhoc_users_aggregate/test_verb_batch/top1_acc/adhoc_hindsight_AG/SE","adhoc_users_aggregate/test_verb_batch/top1_acc/adhoc_hindsight_AG/mean","adhoc_users_aggregate/test_verb_batch/top5_acc/adhoc_hindsight_AG/SE","adhoc_users_aggregate/test_verb_batch/top5_acc/adhoc_hindsight_AG/mean"
"Finetuning_2022-09-14_19-12-57_UID6baebf41-b3cb-4351-bc43-719ef27786a6_MATT","0.1","true","0.9","-2.292985385303383","9.453126001358033","0.45806039228565415","-0.6177253564008175","0.4184978797040201","-1.6752600275298302","10","0.8406340732399894","","","","","","","495.3275297666147","-519.7001829240687","279.3331178036368","-290.4286154605219","216.0136765209964","-229.2715694892475","3.49361476186305","3.7430290586184967","11.369114178419114","12.990944576263429","5.220835453385618","5.271074363490136","24.918935227394105","31.081071186065675","5.015361446761557","5.629910399218437","38.38183097839355","56.802663803100586","2.863303276117932","3.58463821806994","4.555457973480225","29.354578590393068","2.5622042805369167","4.986572637157985","7.242486572265625","69.85359230041504","12.990944576263429","31.081071186065675","56.802663803100586","29.354578590393068","69.85359230041504","-2.29132461771369","4.20315796760041","5.565703147649765","4.892835171152462","7.322740936279297","7.378035332547295","22.902290725708006","4.551419892123929","-2.318751764297485","7.506857117316366","-2.6120822906494134"
"Finetuning_2022-09-14_19-13-12_UID2425fbfb-02de-4db8-9b8c-560a1658f125_MATT","0.01","true","0.9","0.3427437256597073","6.819418478012085","0.26770403126749626","0.5732979565075673","0.17404078968494816","-0.23055423874305717","10","0.4142435002938076","","","","","","","1.0950723496055628","-2.4227595671459734","0.8034711370923817","-1.1387105806214766","0.5036830177203301","-1.2840489896580898","3.2772676103147615","3.5114812286609793","11.378689259290695","13.00051965713501","5.294757022349975","5.394054499994644","24.998911881446837","31.161047840118407","4.773651492370577","5.386124554239859","40.08397369384765","58.50480651855469","2.9507845725214508","3.4462649052683982","6.371419048309326","31.17053966522217","2.392526812742787","4.814582039765463","10.723877716064454","73.33498344421386","13.00051965713501","31.161047840118407","58.50480651855469","31.17053966522217","73.33498344421386","0.3423862334340811","4.1003849934718755","6.334787958860398","5.226890919191485","8.576094555854798","6.508336843344884","31.505236053466795","4.263844843947533","3.370128870010376","4.005380462939298","10.689448928833006"
"Finetuning_2022-09-14_19-14-54_UIDa13d9e4e-aaaf-424a-8510-0afced5d247f_MATT","0.001","true","0.9","1.0354245583705723","6.1263796329498295","0.25576124279828966","0.8288752504310274","0.13852575452489926","0.2065492661076883","10","0.36810042348448846","","","","","","","1.029849681398192","0.04642909940248643","0.7796167111589496","0.03736513034416866","0.28016789815939575","0.009063959462823812","3.768014955099317","4.024184849385331","11.78796220421791","13.409792602062224","5.323842251707123","5.375713803113746","25.42787621021271","31.59001216888428","5.156795468538658","5.682453740483892","36.9847827911377","55.40561561584472","3.161709674524701","3.8573815563887575","6.945476341247558","31.7445969581604","2.5534689968750133","4.448207169021141","11.76084327697754","74.37194900512695","13.409792602062225","31.59001216888428","55.405615615844724","31.7445969581604","74.37194900512695","1.0354245513677598","3.730419069409326","10.514693516492844","3.8759249385530983","14.256584191322329","4.4725052643626775","42.711682891845705","3.4010486476144437","9.704272747039797","4.501294480153541","16.595412826538087"
"Finetuning_2022-09-15_16-08-34_UIDd1c379b2-44f4-4549-898e-b882434eb6f2","0.1","false","0.9","-2.516872695690597","9.678676414489745","0.5025429411399875","-0.8040070856978844","0.48272800690623013","-1.7128656240403513","10","0.95265702666001","","","","","","","10101.421285872178","-11224.3533654297","5512.68664667977","-6079.194097236514","4588.943555035276","-5145.15926126965","3.063999605280678","3.3264322588168804","9.688803285360336","11.310633683204651","5.1753509966458315","5.261409820410212","22.773152661323547","28.935288619995116","5.285728291251182","5.911597039784452","35.09208183288574","53.51291465759277","2.3195403670019066","3.221020994010047","3.6385725021362303","28.437693119049072","2.7365908650362956","4.767810534594856","6.61241340637207","69.22351913452148","11.310633683204651","28.935288619995116","53.51291465759277","28.437693119049072","69.22351913452148","-2.516872697323561","2.6342105794440154","4.1097288355231285","4.8891689901709245","8.55925257205963","5.540389181413608","24.168441200256343","5.381736498274383","-7.62182719707489","7.662302947832236","1.812249755859375"
"Finetuning_2022-09-15_16-09-03_UID41589b64-32eb-49ce-b524-c8d2d210e0d7","0.01","false","0.9","0.05002298097450806","7.112059926986694","0.25245072355745435","0.33223128898046167","0.16581161647244416","-0.2822083207879874","10","0.3982901162015863","","","","","","","9.595210379921433","-16.58268225167188","6.044019657436366","-10.5623758049351","3.65122685445339","-6.020306436680694","3.1591386630383527","3.4075854017225247","10.716053944826124","12.33788434267044","4.970706072304825","5.000831550851341","24.052225136756896","30.214361095428465","5.362131293034302","6.0350246983258735","35.15826244354248","53.57909526824951","3.1981058906138076","3.428806523484271","4.9799196243286135","29.779040241241457","2.4608188991489985","4.346394703989519","10.044268798828124","72.65537452697754","12.337884342670442","30.21436109542847","53.57909526824951","29.779040241241454","72.65537452697754","0.0497484683990479","4.0826615876311525","7.060801142454148","4.607664720604335","6.450965523719788","4.259772827033213","28.487878227233885","3.763377305557956","6.742189884185791","5.27691217007023","9.190435409545898"
"Finetuning_2022-09-15_16-09-13_UID294f8120-5ecd-4246-98d6-7090bb2c3684","0.001","false","0.9","0.6483693838601637","6.513918495178222","0.2635212795895827","0.5653985140051242","0.14004467137035548","0.08297086352654638","10","0.3773873976213761","","","","","","","0.8541737883194607","0.19967242819415035","0.6952826397634355","0.1362751330016631","0.18539712520734491","0.06339728479274939","3.626122034419608","3.895393755388317","9.935881167650225","11.557711565494538","5.376883325369254","5.459273926842193","23.31255714893341","29.47469310760498","5.0649782753829795","5.664669319153342","34.60124893188477","53.022081756591795","3.0460031265936967","3.880398597110208","4.65182056427002","29.450941181182863","2.697803278867074","4.444953474884106","9.67248306274414","72.28358879089356","11.557711565494538","29.47469310760498","53.022081756591795","29.450941181182863","72.28358879089356","0.6478971034288407","3.9430570427072897","8.541636663675309","4.372291661396618","10.157867884635923","4.685808821242709","41.840232849121094","3.090663945284389","9.753102588653563","4.443479923051739","17.17154655456543"
"Finetuning_2022-09-14_19-12-33_UIDff7587a2-d0e7-49ad-b3a4-9aa4819443e6_MATT","0.001","true","0.6","1.5425765479760452","5.619232654571533","0.2773825865777873","1.16360229509869","0.13733806871819","0.37897422742553977","10","0.3778609985537368","","","","","","","0.36767115311376014","2.299901625469677","0.22983353171235457","1.7457879075565583","0.18176649522845012","0.5541137183567979","3.6436622416991304","3.8929872777765775","12.530591720342636","14.152422118186951","5.297081533637937","5.356686885094626","27.452902340888976","33.615038299560545","4.3552775436211215","4.668093428478193","40.526696395874026","58.94752922058105","3.1601299291261964","3.9469481139954032","8.86728811264038","33.666408729553225","2.322491823479587","4.626820287761148","13.624592971801755","76.23569869995117","14.152422118186951","33.615038299560545","58.94752922058105","33.666408729553225","76.23569869995117","1.5425765067338943","3.855358302127528","14.533243960142135","5.356844823826246","29.277563214302063","4.03927241266401","54.542833709716795","4.728786659777822","10.499022960662842","5.238298963384173","20.418185806274415"
"Finetuning_2022-09-15_16-03-37_UID1157a2f0-9a70-44f0-915a-8431a44e073e","0.01","true","0.6","1.4833863153435725","5.678413391113281","0.2903614525157394","1.3065415481773974","0.17427667650212184","0.1768447703289177","10","0.4316771742971024","","","","","","","0.8584526953821757","-0.3982462391112914","0.6368922923037623","-0.0634921877662099","0.2967438731920373","-0.3347540499483804","4.055954008369349","4.2880221992831435","14.991241139173509","16.613071537017824","5.235226239521617","5.2691005067126016","31.14788258075714","37.31001853942871","4.3336886050199945","4.778957521597031","47.64575271606445","66.06658554077148","3.2013072966067098","3.949911613610453","9.74386682510376","34.5429874420166","2.255849247090902","5.392288586680259","13.735712051391602","76.34681777954101","16.613071537017824","37.31001853942871","66.06658554077148","34.5429874420166","76.34681777954101","1.4833863168954848","4.468077343217901","7.536460906267166","5.7639948914246535","12.744671416282651","6.463899002692341","39.458899307250974","4.851556940225996","-1.135676050186157","5.445160636034217","14.322994995117188"
"Finetuning_2022-09-16_10-08-02_UID64df7be4-a626-45eb-9852-4983dc111b00","0.1","true","0.6","-0.1639193338279649","7.326069784164429","0.3394669972967157","0.47723216613240743","0.22305236092408903","-0.6411514852214288","10","0.5325285092232227","","","","","","","125.36421563384154","-141.96372501694648","67.8245219366401","-76.971085127485","57.54257971012031","-64.9926392914887","3.7892612588374246","4.008489697179966","13.33440801501274","14.956238412857056","5.245812021913697","5.241204660938185","29.209950852394105","35.37208681106567","4.260337343264967","4.77487131074703","46.41242942810059","64.83326225280761","2.9920221537768623","3.998761306464221","6.50843915939331","31.307559776306153","2.199615919276587","5.4720993923952035","12.18348960876465","74.79459533691406","14.956238412857056","35.37208681106567","64.83326225280761","31.307559776306153","74.79459533691406","-0.16426649689674377","4.3686158673289315","5.909266602993012","6.136791057361977","10.476665043830872","7.060301412927961","30.38133888244629","4.805421736363149","-3.6399111270904543","5.413471931633805","7.792144393920898"
"Finetuning_2022-09-15_16-07-13_UID2acc4988-f2c0-48e7-86f9-61808f37bf16","0.1","false","0.6","-0.19296810090595695","7.355131721496582","0.3423439349362947","0.42749351177513334","0.2580686204675774","-0.6204615992130684","10","0.5735668956903375","","","","","","","1935244.6742239865","-1935248.1898634967","1121887.7905573305","-1121889.84569306","813356.8799695368","-813358.3404732472","3.711274896027624","3.959333995555657","12.11787227988243","13.739702677726743","5.394709694044942","5.406330986917829","27.00386745929718","33.16600341796875","4.459555445275122","4.96281227017621","42.9284912109375","61.34932403564453","3.233234297946729","3.804500788154853","5.553583812713623","30.352704429626463","2.210471968946659","4.946002800487798","11.177177810668946","73.78828353881836","13.739702677726745","33.16600341796875","61.349324035644536","30.352704429626463","73.78828353881836","-0.19332705736160277","4.491676718054218","6.3921938121318815","6.275441254980783","9.797507166862488","6.858500500404088","30.232603073120117","4.846985312139589","-3.489578628540039","6.229402101869537","5.033891487121582"
